id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
5526487,*Fort Hill Inn: Penthouse Duplex* Close to Center,28662210,Terry,,Mission Hill,42.33211,-71.09842,Entire home/apt,289,3,126,2022-05-15,1.47,5,80,14,STR446658
5526514,"Fresh! City Loft Apartment,  Minutes to Center!",28662210,Terry,,Roxbury,42.3285,-71.09608,Entire home/apt,179,3,124,2022-03-30,1.40,5,63,2,STR-446656
5581575,Private Entrance * King Beds! * Kid Friendly,28766987,Kathy,,Back Bay,42.34628,-71.08064,Entire home/apt,350,29,204,2022-01-09,2.83,1,67,3,STR-400453
5690424,"Beacon Hill House, Huge Roof Deck & Encore Casino",28090138,Gloria,,Beacon Hill,42.35668,-71.07185,Entire home/apt,310,91,124,2020-03-01,1.42,1,138,0,
5709298,Central Boston Beacon Hill 2brm,2006852,Jay,,Beacon Hill,42.35984,-71.06914,Entire home/apt,390,2,373,2022-05-25,4.26,10,303,36,Exempt: This listing is a unit that has contracts with hospitals
5718801,"Heart of South End, Convenient, Comfy Studio #42",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,204,1,139,2021-12-06,1.64,84,327,8,STR-441252
5718921,"Charming South End Brownstone, 2bedroom with a patio",22348222,Maverick,,South End,42.34455,-71.07628,Entire home/apt,341,29,141,2021-03-07,1.65,84,253,0,STR-415648
5738018,Sunny Two-Bedroom in Boston,7302835,Samuel,,Jamaica Plain,42.32448,-71.10664,Entire home/apt,95,91,0,,,1,0,0,
5768819,"Stylish Downtown Studio in the SouthEnd, C.Ave# 4",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,298,1,127,2022-04-29,1.54,84,351,5,STR-415605
5769127,"Stylish Downtown Studio in the SouthEnd, C.Ave# 3",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,204,1,246,2022-05-29,2.89,84,300,38,STR-415604
5775139,Large room located in Allston,29963974,Nesli,,Allston,42.35211,-71.13178,Private room,70,91,0,,,1,0,0,
5781926,City Sanctuary with ocean view and terrace garden,29573894,Amy,,South Boston,42.33286,-71.04506,Entire home/apt,200,5,46,2022-05-29,0.79,1,269,10,STR-398153
5782221,"""La Gemma"" - a gem in the North End",18601802,Gina,,North End,42.36726,-71.05424,Entire home/apt,300,3,238,2022-05-23,2.83,1,80,22,STR-388064
5806428,Close to Airport and Subway,15646805,Meghan,,East Boston,42.37939,-71.02961,Entire home/apt,125,91,31,2019-05-23,0.36,1,90,0,
5813177,Sunny 1BR for Summer,30162455,Patlapa,,Fenway,42.34306,-71.0872,Entire home/apt,62,91,0,,,1,0,0,
5856633,Condo overlooking Boston Harbour,30408736,Kate,,South Boston,42.33284,-71.04685,Entire home/apt,350,91,1,2016-05-13,0.01,1,0,0,
5870922,The Nantucket Room near Harvard Square,26956083,Todd,,Allston,42.3605,-71.12633,Private room,57,3,278,2022-05-23,3.19,4,86,54,STR-383892
5884429,"Two Rooms, Private Bath, AC -sleeps 2",15396970,Linda,,Roslindale,42.28516,-71.13772,Private room,115,3,105,2021-11-03,1.22,1,18,25,STR-396424
5903001,Boston Back Bay/Copley Square,30658962,Marlo,,Back Bay,42.35147,-71.07835,Entire home/apt,300,3,59,2022-05-16,0.68,1,143,21,STR-404614
5919529,Great location! 3 BD single fam. Kid-friendly.,24196977,Jenny,,Back Bay,42.35009,-71.07023,Entire home/apt,568,91,15,2016-07-15,0.17,2,71,0,
5927267,"Large room, wood floor, 2 windows",26098645,Manuela,,South Boston,42.33034,-71.05802,Private room,69,5,163,2022-05-27,1.87,3,140,16,STR-445765
5932402,South End Condo,2221632,Tad,,South End,42.34459,-71.06999,Private room,100,91,0,,,1,0,0,
5940866,"Sunny room, en-suite bathroom, minutes to Boston",12720679,Valerie,,East Boston,42.37615,-71.03331,Private room,91,1,390,2022-06-03,4.50,1,8,35,STR-427440
5967421,The Meditation Room near Harvard Square,26956083,Todd,,Allston,42.3605,-71.12633,Private room,56,91,172,2021-12-22,1.98,4,95,1,
6080461,Fort Hill Inn- Cozy Studio ApT 1.5 miles to Center,28662210,Terry,,Roxbury,42.32966,-71.09597,Entire home/apt,169,3,98,2021-10-16,1.13,5,71,4,STR446654
6089865,"N2 Little Italy, Historic, Freedom Trail,TD Garden",3637081,Sarah,,North End,42.36545,-71.05623,Entire home/apt,369,1,534,2022-05-27,6.16,12,219,117,Exempt: This listing is a unit used for furnished institutional or business stays
6119918,"RENOVATED, Pvt entrance, CDC cleaning, Whole Foods",546854,Sanjay,,Allston,42.34689,-71.13679,Entire home/apt,145,32,111,2021-11-19,1.28,4,120,1,
6179374,Harvard Boston University MIT,30489899,Home On Blaine,,Allston,42.35483,-71.13694,Private room,45,91,6,2019-12-20,0.07,4,286,0,STR-404592
6227976,Safe Quiet Neighborhood by Harvard,32304279,Charles And Grace,,Allston,42.35848,-71.12972,Private room,158,30,4,2016-10-19,0.05,2,90,0,STR-416314
6238463,Pvt tree top suite in great location,31691830,Penny,,Jamaica Plain,42.31583,-71.11448,Private room,129,2,223,2022-06-05,2.72,1,31,58,STR-411564
6248970,Spacious room convenient to subway,32449720,Shawn,,Jamaica Plain,42.31984,-71.10569,Private room,65,3,270,2021-11-24,3.14,1,28,18,STR-418340
6377998,"Family friendly Victorian home, walk to T",987917,Helder,,Jamaica Plain,42.31584,-71.09932,Entire home/apt,400,4,35,2019-08-18,0.42,1,244,0,STR-416102
6401859,`Hidden Gem in Boston,17890131,Grace & Mark,,Hyde Park,42.24638,-71.11757,Entire home/apt,99,1,117,2019-11-25,1.53,1,0,0,STR-403711
6426364,Great city views top floor one bed #7,9653086,Glenn,,South End,42.34144,-71.0763,Entire home/apt,110,29,82,2022-05-29,0.96,6,180,4,
6465075,Spacious 5BR Condo Near Metro,635157,Catlin,,Jamaica Plain,42.29828,-71.11048,Entire home/apt,544,3,148,2022-06-06,1.73,1,278,31,STR-445893
6489209,"Large room, excellent access",26098645,Manuela,,South Boston,42.33034,-71.05802,Private room,69,5,73,2022-04-20,0.85,3,161,6,STR-445765
6513924,Spacious unit near public transportation,16398126,Chris,,Roslindale,42.2863,-71.11945,Entire home/apt,77,91,105,2020-05-27,1.23,1,79,0,
6554785,Apartment close to everything!,28123912,Ned,,Downtown,42.35913,-71.06138,Entire home/apt,75,91,217,2022-03-03,2.55,2,73,1,
6576530,Luxury Sunny Hill Townhouse Unit #2,14785487,Aihua,,Roxbury,42.31043,-71.08642,Entire home/apt,450,31,16,2021-03-24,0.19,7,286,0,
6603827,Cozy private room near bus stop,34552909,Barrie,,Roslindale,42.28411,-71.11693,Private room,50,29,13,2021-09-30,0.15,3,303,3,
6646604,"Sunny renovated 1 bed, near BC,BU",31340713,Kama,,Brighton,42.34118,-71.14678,Entire home/apt,135,180,33,2022-01-22,0.39,45,313,1,Exempt: This listing is a unit used for furnished institutional or business stays
6690605,Renovated Boston Apartment,35018472,Jennifer,,Charlestown,42.37639,-71.06389,Entire home/apt,200,91,24,2019-08-13,0.29,1,0,0,
6746543,Cool Top Floor 1 Bedroom Penthouse,32376332,Jordan,,Chinatown,42.34991,-71.06164,Entire home/apt,214,91,8,2021-12-20,0.09,1,190,1,
6758443,"Stylish Downtown Studio in the SouthEnd, C.Ave# 45",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,204,1,181,2022-05-08,2.13,84,311,34,STR-441260
6758462,"Stylish Downtown Studio in the SouthEnd, C.Ave# 43",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,209,1,96,2022-05-17,1.52,84,318,14,LB-101763
6758482,"Stylish Downtown Studio in the SouthEnd, C.Ave# 1",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,204,1,138,2022-05-29,2.17,84,322,21,STR-415602
6759004,Stylish & Comfortable Newbury St Studio; #10,22348222,Maverick,,Back Bay,42.34982,-71.08264,Entire home/apt,283,1,210,2022-05-28,2.52,84,296,43,STR-445402
6759439,South End Studio Perfect for Work Travel #26,22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,306,1,67,2022-05-27,1.09,84,347,15,STR-441244
6762011,"Heart of South End, Convenient, Comfy Studio #22",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,209,1,112,2022-04-27,1.63,84,340,8,LB-101763
6763409,"Charming Studio in Boston Brownstone, C.Ave#5",22348222,Maverick,,South End,42.34447,-71.07644,Entire home/apt,302,1,218,2022-04-30,2.68,84,327,17,STR-415606
6780077,"Treetop and Ocean view, safe, near metro",9898255,Jessica,,Dorchester,42.31392,-71.06137,Private room,70,2,44,2022-05-29,1.06,5,194,17,STR-443035
6793945,Stylish South End Apartment,35331408,Andrew,,South End,42.33768,-71.07624,Entire home/apt,145,29,104,2022-06-01,1.23,1,60,3,
6800522,"Small room Easy to Downtown, Longwood Clean Sunny",18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,35,150,11,2016-09-21,0.14,31,365,0,
6810723,"South End Studio, Ideal for Boston Travelers..# 23",22348222,Maverick,,South End,42.34441,-71.07633,Entire home/apt,207,1,102,2022-05-04,1.70,84,347,21,STR-441255
8552338,Sunny Room  Allston,17892292,Marlene,,Allston,42.35953,-71.13511,Private room,53,91,27,2018-07-02,0.33,5,0,0,
8553163,"Boston, Back Bay Condo w/Private Roof Deck",8214532,Rob,,Back Bay,42.34542,-71.08055,Entire home/apt,268,29,119,2022-04-30,1.87,1,190,1,Exempt: This listing is a unit used for furnished institutional or business stays
8584276,Furnished Back Bay 345,3521413,Elly,,Back Bay,42.34874,-71.08911,Entire home/apt,189,180,10,2021-12-18,0.12,1,211,1,
8634599,"Stunning suite, historic victorian",45402419,Jil,,Jamaica Plain,42.30928,-71.11108,Private room,157,91,41,2019-10-29,0.50,3,365,0,STR-413427
8645254,"Lovely, Quiet Room",41306542,Becky,,Hyde Park,42.25907,-71.11893,Private room,47,91,14,2022-04-01,0.19,1,282,2,
8720718,Cozy studio apartment in Jamaica plain!,45771009,Riyo,,Jamaica Plain,42.3168,-71.10721,Entire home/apt,115,2,474,2022-05-19,5.85,2,240,23,STR-383174
8732121,"Downtown Beacon Hill, Convenient, Comfy Studio; #10",22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,286,1,230,2022-05-28,2.86,84,327,27,STR-415627
8734707,Brownstone Penthouse Private Bath Suite by LMA & T,45824409,Celia And Jonathan,,Roxbury,42.32776,-71.09194,Private room,145,4,159,2022-05-18,1.96,4,60,24,STR-463839
8735827,Brownstone Serene Room Treetop Views by LMA & T,45824409,Celia And Jonathan,,Roxbury,42.32826,-71.09105,Private room,73,29,114,2022-02-08,1.41,4,0,12,STR-400241
8747720,"1 Bedroom Apt Beacon Hill, Boston",15892865,Mike,,Beacon Hill,42.35824,-71.06903,Entire home/apt,225,91,6,2016-07-25,0.07,1,0,0,
8774600,Private Bedroom & Bath @Kendall/MIT,28749942,Lorena & Ivan (Myhomelike),,West End,42.36206,-71.06905,Private room,99,1,154,2020-02-15,1.90,4,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
8815738,Owner's Art Filled Modern Brownstone Apt,45824409,Celia And Jonathan,,Roxbury,42.32751,-71.09196,Private room,306,3,0,,,4,5,0,STR-400241
8884103,Cozy Beacon Hill Room,46486589,Caroline,,Beacon Hill,42.36048,-71.06417,Private room,75,91,0,,,1,0,0,
8904297,Cozy Double Times II,46575567,Sandy,,Mattapan,42.27173,-71.07936,Private room,70,29,61,2019-11-10,0.82,2,262,0,STR-420874
8904656,Fireplace Haven,46575567,Sandy,,Mattapan,42.2719,-71.07935,Private room,75,29,38,2019-11-04,0.65,2,261,0,STR-420874
8908145,"Elegant, spacious boudoir with fireplace.",45402419,Jil,,Jamaica Plain,42.30861,-71.11105,Private room,323,91,15,2019-10-21,0.20,3,365,0,STR-413427
8923817,"Elegant studio,kitchn, soaking tub",45402419,Jil,,Jamaica Plain,42.30994,-71.11119,Entire home/apt,146,91,24,2018-10-21,0.30,3,286,0,
8947232,Just around the corner from the Red Line!,16186589,Marie,,Dorchester,42.28946,-71.06818,Private room,45,30,12,2019-04-30,0.15,27,302,0,
9018434,Warm & Cozy Home for Your Stay!,15583990,Natalia,,Dorchester,42.29005,-71.06222,Entire home/apt,449,1,16,2022-05-26,0.20,11,304,5,STR-387420
9078998,Studio on Charles St. in Beacon Hil,9240628,Patrick,,Beacon Hill,42.35867,-71.07008,Entire home/apt,150,91,12,2017-07-31,0.16,1,0,0,
9110103,Furnished apartment in Hyde Park,47480466,KerrieAnn,,Hyde Park,42.25742,-71.12604,Entire home/apt,150,2,0,,,1,0,0,STR-447649
9110708,Cozy & sunny apartment BU/Allston,32018716,Linh,,Allston,42.35326,-71.127,Entire home/apt,109,91,0,,,1,0,0,
9114896,"Private fl w/2BR, 1B, 1LR w/FULL KITCHEN",43777733,Marc,,Brighton,42.35475,-71.15875,Entire home/apt,110,29,66,2021-12-01,0.83,1,177,1,
9130532,"Centrally located, cozy studio",47559181,Reitumetse,,Fenway,42.34753,-71.10353,Entire home/apt,110,91,2,2016-03-15,0.03,1,0,0,
9133627,Comfy Beacon Hill Studio Great for Work Travel; #4,22348222,Maverick,,Beacon Hill,42.36017,-71.06346,Entire home/apt,286,1,196,2022-05-11,2.87,84,338,25,STR-415618
9148781,"The Upton, The Lincoln Suite, 1+ Month Stays",5430185,Laura And Olivia,,South End,42.34299,-71.07305,Entire home/apt,140,3,15,2019-06-13,0.19,7,120,0,Exempt: This listing is a hotel or motel
9166393,Spacious room close to T-Station,20224115,Ricardo,,Roxbury,42.32708,-71.09752,Private room,60,91,1,2015-11-16,0.01,1,0,0,
9216838,"Big, Bright, and Spacious Bedroom",47928798,Jessica,,Allston,42.35291,-71.12859,Private room,26,91,11,2018-02-25,0.14,1,0,0,
9218312,"Arboretum retreat with AC, private bath, entrance.",47935411,Jone,,Roslindale,42.29021,-71.13046,Private room,85,2,139,2020-03-16,1.77,1,3,0,STR-400545
9301075,Double in Arts & Crafts Bungalow,9241244,Keith (& Beth),,West Roxbury,42.2779,-71.14423,Private room,44,29,66,2019-10-30,0.83,2,0,0,STR-397944
9340410,Two rooms in Arts & Crafts Bungalow,9241244,Keith (& Beth),,West Roxbury,42.2779,-71.14423,Private room,66,29,133,2020-02-03,1.78,2,0,0,STR-397944
9346513,Superb 1BR Back Bay Condo,28358624,Len,,Back Bay,42.35336,-71.07699,Entire home/apt,390,3,36,2019-11-03,0.48,1,163,0,STR-422154
9349614,"Sunny, Family-Friendly Apartment",3900945,Emily And Carl,,Jamaica Plain,42.30627,-71.10763,Entire home/apt,150,91,1,2016-04-22,0.01,2,0,0,
9349646,Family-friendly private room,3900945,Emily And Carl,,Jamaica Plain,42.30571,-71.10567,Private room,100,91,1,2016-06-24,0.01,2,0,0,
9382898,"Private Bed and Bathroom,parking, close to airport",48677395,Andrew,,East Boston,42.38074,-71.03767,Private room,70,91,268,2019-11-29,3.46,1,0,0,STR-413547
9393163,Charming Bedroom in Kenmore,47487818,Kayla,,Fenway,42.34971,-71.09535,Private room,90,91,1,2016-03-17,0.01,1,0,0,
9473816,Back Bay apartment,16154941,Kayla,,Back Bay,42.35166,-71.07955,Entire home/apt,159,91,2,2016-07-31,0.03,1,0,0,
9493951,Double Room in Beautiful Home!,15583990,Natalia,,Dorchester,42.28992,-71.06248,Private room,139,1,185,2020-07-16,2.34,11,309,0,STR-387420
9494212,Spacious Bedroom in Cozy Home!,15583990,Natalia,,Dorchester,42.28992,-71.06248,Private room,89,1,261,2022-05-30,3.27,11,319,8,STR-387420
9494511,Cozy Room in Large Home!,15583990,Natalia,,Dorchester,42.28992,-71.06248,Private room,119,1,210,2020-03-15,2.63,11,320,0,STR-387420
9532771,Tranquil room in great spot!,49365462,Andrea,,Jamaica Plain,42.32112,-71.1145,Private room,80,91,0,,,1,0,0,
9685076,Convenient & Inexpensive Room Near T!,16186589,Marie,,Dorchester,42.30489,-71.07071,Private room,35,30,16,2022-06-11,0.21,27,327,3,
9685085,Peaceful Private Bedroom Near T!,16186589,Marie,,Dorchester,42.28885,-71.07005,Private room,38,30,19,2022-06-01,0.26,27,294,4,
9731479,Penthouse South End with roof deck,19013294,Yoshika,,South End,42.34514,-71.06745,Entire home/apt,120,91,166,2019-11-10,2.15,1,0,0,STR-419102
9751520,1 BR Apt Close to Airport/Train,50297998,Tyler,,East Boston,42.36583,-71.03529,Entire home/apt,70,91,2,2016-01-14,0.03,1,0,0,
9813223,"LOADED ALLSTON STUDIO: Steps to BU, BC & hospitals",25279966,Vj,,Allston,42.34908,-71.13251,Entire home/apt,70,240,92,2022-05-14,1.16,2,290,4,STR-415701
9834727,"Hideaway in Boston's North End-""Little Italy""",50648271,Richard,,North End,42.36594,-71.05669,Entire home/apt,257,3,141,2022-05-30,1.81,1,108,13,STR-430930
9878725,Small Cozy Attic Bedroom,17892292,Marlene,,Allston,42.36152,-71.13333,Private room,56,91,1,2018-03-05,0.02,5,0,0,
9900315,"Sunny, Stylish, Historic 1800s Schoolhouse Retreat",724846,Kelly,,Charlestown,42.37594,-71.0607,Entire home/apt,213,6,70,2021-08-20,0.92,1,5,6,STR-432431
9941923,"Big, Bright, Boston Brownstone",51094247,Jud,,Fenway,42.35054,-71.09779,Entire home/apt,192,91,0,,,1,0,0,
9970895,South End-Close to Everything!,51173591,Elena,,South End,42.33512,-71.0743,Entire home/apt,159,91,7,2016-06-16,0.09,1,0,0,
10068240,Spacious Room on Top Floor!,15583990,Natalia,,Dorchester,42.28992,-71.06248,Private room,119,1,189,2020-10-18,2.41,11,321,0,STR-387420
10074653,bright duplex apt in old brick city house-1800,49453306,Gail,,Jamaica Plain,42.32057,-71.10963,Entire home/apt,133,7,17,2022-05-28,0.24,1,49,10,STR-460322
10123024,"Private, amazing 1-bedroom apt in central location",28564205,Aanchal,,Allston,42.35128,-71.13059,Entire home/apt,125,91,6,2019-09-08,0.12,1,90,0,
10132073,Extended stays,51992629,Jef,,East Boston,42.37126,-71.03893,Entire home/apt,178,5,56,2022-05-29,0.77,1,176,13,STR-446458
10249798,2nd floor room in Victorian House,26062958,Yvonne,,Roxbury,42.32449,-71.06931,Private room,150,29,46,2019-10-06,0.65,2,0,0,STR-415034
10299047,"2BR w deck near subway, downtown & hospitals",52989144,Brian,,Jamaica Plain,42.31431,-71.10305,Entire home/apt,125,30,48,2022-06-01,0.65,1,193,2,
10427199,The Boston Christopher Studio Suite,48494513,Inn Boston,,South End,42.34244,-71.07936,Entire home/apt,219,29,103,2020-02-29,1.33,8,178,0,STR-423342
10427882,The Boston Christopher One Bedroom,48494513,Inn Boston,,South End,42.34433,-71.07783,Entire home/apt,229,29,69,2021-04-11,0.89,8,0,0,STR-423339
10524872,Spacious loft in the quiet suburbs #1,7324551,Bo,,Brighton,42.34488,-71.15435,Private room,34,30,14,2020-05-19,0.19,4,163,0,
10575430,Cozy 4BD apartment with AirBeds,16186589,Marie,,Dorchester,42.30027,-71.06324,Entire home/apt,120,30,3,2018-12-23,0.05,27,253,0,
10634364,Boston South-End Apt. With Porch,16044270,Sarah,,South End,42.34581,-71.07067,Entire home/apt,150,29,20,2019-12-28,0.26,1,225,0,STR-413485
10749312,Welcome Home! 3BR nr T w parking,55571157,Steve,,Jamaica Plain,42.31659,-71.10565,Entire home/apt,249,3,33,2022-04-22,0.45,1,10,7,STR447709
10787333,Garden Apt - Highland Park/Fort Hill (Orange Line),22901863,Ziyad,,Roxbury,42.32777,-71.09331,Entire home/apt,109,8,53,2020-03-12,0.73,1,77,0,STR-390965
10835494,"2-bedrom loft condo near BC, BU & Fenway w/parking",8207666,Greg,,Brighton,42.33786,-71.15137,Entire home/apt,110,31,70,2021-12-31,0.98,1,200,3,
10883063,spacious 3rd floor loft in home,24593919,Minor,,Jamaica Plain,42.32385,-71.10746,Entire home/apt,99,91,72,2018-08-22,0.95,1,90,0,
11006149,Apt,57112558,Alex,,Mission Hill,42.3324,-71.10241,Entire home/apt,59,91,0,,,1,0,0,
11202183,Second Oldest Home in Beacon Hill,58330337,Norah,,Beacon Hill,42.35786,-71.06482,Entire home/apt,256,1,490,2022-06-09,6.72,1,91,84,STR-411266
11240774,"New, furnished 1 bedroom apt w gym",10258834,Jared,,Fenway,42.34547,-71.10365,Entire home/apt,95,91,14,2017-03-05,0.18,1,0,0,
11258721,Sizeable Private Room w/ Air Bed & Convenient to T,16186589,Marie,,Dorchester,42.303,-71.07109,Private room,35,30,9,2019-11-02,0.12,27,286,0,
11271947,Charming 1BR in Boston’s “South End” neighborhood,38067066,Dana,,South End,42.33524,-71.07516,Entire home/apt,75,91,0,,,1,177,0,
11282071,Luxury Downtown Boston Apartment,42767050,Damandeep,,Downtown,42.35208,-71.06282,Private room,90,91,1,2016-03-15,0.01,1,0,0,
11313921,Spacious room near Brigham Circle,59163294,Nimer,,Mission Hill,42.32977,-71.103,Private room,30,91,0,,,1,0,0,
11357756,BEST LOCATION IN THE CITY STUDIO W/ FAST WIFI,56359408,Billy,,Downtown,42.35145,-71.06461,Entire home/apt,139,91,43,2019-11-10,0.63,3,192,0,
11370704,Charming Modern Home in JP!,1263583,Eric,,Jamaica Plain,42.30897,-71.10767,Entire home/apt,149,91,8,2019-10-15,0.11,1,0,0,STR-398980
11376403,Roomy & Great Private Room with Airbed Near T!,16186589,Marie,,Dorchester,42.30372,-71.07226,Private room,35,30,13,2022-05-29,0.17,27,172,2,
11592154,Sunny Riverview Right In Fenway!,24120885,Nihala,,Fenway,42.34942,-71.0955,Private room,298,91,2,2016-03-27,0.03,1,0,0,
11639480,Charming Multi Family Home,61701374,Jasiya,,Roxbury,42.30877,-71.08654,Private room,56,91,13,2019-12-22,0.19,1,0,0,
11656698,Spacious 2 bedroom Apartment.,8898973,Adriana & Gianni,,Roxbury,42.32378,-71.09648,Entire home/apt,150,30,232,2021-06-10,3.06,3,316,0,Exempt: This listing is a unit used for furnished institutional or business stays
